id;name;site;rating;advcampaign_id;advcampaign_name;logo;description;species;promocode;promolink;gotolink;date_start;date_end;exclusive;types;categories;special_category;discount
567847;29.29% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-V5 LED Projector Physical 1080P Resolution 9000 Lumens Bluetooth 5 Portable Movie Compatible with TV Stick Smartphone HDMI USB AV Home Theater Video EU Plug;promocode;BGcae800;;https://ad.admitad.com/g/afsib86cqr5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;29%
567848;50.51% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;H96MAX Ultimate RK3528 Android 13 TV Box 4+64GB Dual WIFI 6 Bluetooth 5 Set Top Box 8K H.265 Screen Cast 3000Mps;promocode;BG589187;;https://ad.admitad.com/g/jvyx4dibvj5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;50%
567849;37.86% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] DUOTTS C29 750W 48V 15Ah 29inch Electric Moped Bicycle 50KM Mileage 150KG Max Load Dual Disc Brake Electric Bike;promocode;BGd8f332;;https://ad.admitad.com/g/8k6gs4mukh5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;37%
567850;39.54% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU Direct] Emoko T4 PRO 350W 36V 10.4Ah 8.5inch Folding Electric Scooter 39KM Mileage 120KG Payload E-Scooter;promocode;BG5d7801;;https://ad.admitad.com/g/eabl17ldf85e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;39%
567851;45.11% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Artillery® X2 3D Printer Kit with 300*300*400mm Large Print Size Support Resume Printing&Filament Runout Detection With Dual Z axis/TFT Touch Screen;promocode;BGRA710;;https://ad.admitad.com/g/368c76srfv5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;45%
567852;13% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-VF3 Projector Stand Tripod Stable 360° Adjustment Aluminum Alloy Weight Capacity 10KG Portable For Outside Outdoor Movie Universal Projector Mount Compatible for Most Projector V3 V4 V5 V7 etc;promocode;BGBWVF3;;https://ad.admitad.com/g/2ipw6qzcvq5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;13%
567853;71.81% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[QCC3040 Chip]AIRAUX AA-UM15 TWS Earphones bluetooth V5.1 Low Latency 13mm Dynamic Driver HiFi Stereo CVC Noise Cancelling HD Calls Sports Headset;promocode;BG0bd8f7;;https://ad.admitad.com/g/gb73qh41kn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;72%
567854;18.61% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Quansheng UV-K6 5W Walkie Talkie Air Band Radio UHF VHF DTMF FM Scrambler NOAA Tyep-C Charging Wireless Frequency Two-Way Handheld Portable Radio;promocode;BG173932;;https://ad.admitad.com/g/wz0nze08nh5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;18%
567855;23% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;ESCAM QF380 4G 1440P 16MP Hunting Camera Wireless PIR Motion Detection Night Vision Two-way Audio IP66 Solar Powered Wild Animal Monitoring Cameras EU Version;promocode;BGf2dff1;;https://ad.admitad.com/g/a7sup2bnlw5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;23%
567856;36.79% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU/US]SCULPFUN S9 Laser Engraving Machine Ultra-light Laser Beam Shaping Technology High-precision Wood Acrylic Laser Engraver Cutting Machine 410x420mm Engraving Area Full Metal Structure Quick Assembly Design;promocode;BGRA743;;https://ad.admitad.com/g/d7534ta7o25e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;36%
567857;55.22% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[5G WIFI] BlitzWolf®BW-VP13 1080P WIFI Projector Full HD 2.4G/5G WIFI Cast Screen Mirroring 6000 Lumens Bluetooth 5 Manual Focus Keystone Correction 180-Inch Projector for Outdoor Movie Home;promocode;BGKAHD;;https://ad.admitad.com/g/s5kyjjdxct5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;55%
567858;29.13% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[Netflix Certified] BlitzWolf® BW-V6 Projector 1080P Physical Widevine DRM L1 Certified Linux OS 450ANSI Lumens Dual WIFI Bluetooth 5 Home Theater;promocode;BGANKV;;https://ad.admitad.com/g/rnn21b0bei5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;29%
567859;23.34% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;QCY HT07 ArcBuds TWS Earphone bluetooth Earbuds ANC 40dB Noise Cancelling 6 Mic HD Call 32H Playback HiFi Portable Headphone;promocode;BG4ec55a;;https://ad.admitad.com/g/3bonsmh4gp5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;23%
567860;32.51% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[Dual Dynamic Drivers]AirAux AA-ER3 bluetooth V5 Headphone 4 Units Deep Bass Low Latency 1000mAh Foldable Over-Ear Headset with Mic;promocode;BG227dc7;;https://ad.admitad.com/g/37qdwhnawg5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;32%
567861;25.81% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-TH15 17-in-1 USB C Docking Station with DP Dual HDMI 4K/60HZ Triple Display USB3 USB3.2 10Gbps Date Transmission RJ45 Ethernet Port PD 100W Fast Charge;promocode;BGa676e5;;https://ad.admitad.com/g/sy62v0lo865e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;25%
567862;42.86% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzMax BM-WA3 Pro Wireless Bluetooth 120W Speaker Portable Speaker Quad Drivers Deep Bass Diaphragm EQ Stereo RGB Light TWS 16000mAh Power Bank Outdoors Wireless Speaker;promocode;BG92aab5;;https://ad.admitad.com/g/5v847cvxeq5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;42%
567863;26.68% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Adjustable Electric Drill Truck Circular Auxiliary Tool 8mm to 20mm Round Wooden Rod Tenon;promocode;BGdeb327;;https://ad.admitad.com/g/v0tbnapdd05e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;26%
567865;16.67% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU DIRECT] LAOTIE® T30 Roadster 2023 Version 52V 33.6Ah 21700 Battery 3200W Dual Motor Foldable Electric Scooter 120km Mileage 200kg Bearing EU Plug;promocode;BGd590ce;;https://ad.admitad.com/g/esrjhcxw6l5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-09-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;16%
567866;10.38% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[EU DIRECT] LAOTIE® ES18 Lite 52V 28.8Ah 21700 Battery 2400W Dual Motor Foldable Electric Scooter 100km Mileage 200kg Max Load EU Plug;promocode;BG7e35ad;;https://ad.admitad.com/g/uzeyfvevep5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-30 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;10%
567867;47% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;MATCC Extendable Shower Scrubber Retractable 180-degree Rotating Bathub Scrubber;promocode;BG8344b5;;https://ad.admitad.com/g/k2x1ezv9305e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;47%
567868;62.88% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Godmorn Stovetop Espresso Maker Moka Pot 450ml/15oz/9 cup Classic Cafe Percolator Maker Stainless Steel Suitable for Induction Cookers;promocode;BGa62518;;https://ad.admitad.com/g/akmrixk0d75e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;62%
567869;42.32% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;iMars 400W LED Rainproof Switching Power Supply Transformer AC 220V To DC 12V 24V Power Inverter;promocode;BGb23eff;;https://ad.admitad.com/g/6308lf02av5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;42%
567870;43.23% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[4PCS] BlitzWolf® BW-SHP6 Pro 15A 3450W WiFi Smart Plug Wireless Power Socket Outlet Energy Monitoring No Hub Required App Remote Control Voice Control Works With Amazon Alexa and Google Assistant;promocode;BG124b4a;;https://ad.admitad.com/g/196gmao7ia5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;43%
567871;20% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Original Xiaomi Redmi Buds 4 Vitality Edition TWS Earbuds Wireless bluetooth Headset 12mm Dynamic Earphone TWS Earbuds;promocode;BG6eeb63;;https://ad.admitad.com/g/qg7o1hayr05e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;20%
567873;56.63% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;KROAK 500W 50Bar 12000mAh Cordless High Pressure Spray Water Pump Cleaning Portable Car Washer;promocode;BGbdfcd5;;https://ad.admitad.com/g/7bosf3yrwx5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;56%
567874;9.44% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;160W Car Washer Cleaner Car Washing Spray Gun Cordless High Pressure Electric Water Gun Foam Machine for Makita 18V Battery;promocode;BGae4d4b;;https://ad.admitad.com/g/fd4zrsv3ld5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;9%
567875;50% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;LORIIK LR68 Triple Mode Mechanical Keyboard 68 Keys Gateron Switch Three Color PBT Keycaps Transparent Black Case RGB Hot Swappable Gaming Keyboard;promocode;BGfb1187;;https://ad.admitad.com/g/pgl8pwqrt85e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;50%
567876;50% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;LORIIK LR68 Triple Mode Mechanical Keyboard 68 Keys Gateron Switch Three Color PBT Keycaps Transparent Black Case RGB Hot Swappable Gaming Keyboard;promocode;BGfb1187;;https://ad.admitad.com/g/afvr2ymu0c5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;50%
567877;66% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-DLT1 Folding Desk Lamp with Foldable Storage Adjustable Angle 3600mAh Battery 5 Level Brightness 3000-5000K Color Temp;promocode;BGd89a8b;;https://ad.admitad.com/g/ls28g56x4n5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;66%
567879;37.42% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[GaN Tech] 65W 5-Port USB PD Charger 3USB+2PD Fast Charging Wall Charger Adapter EU Plug US Plug UK Plug for iPhone 12 13 14 14Pro for Huawei Mate50 for Xiaomi 13pro for Samsung Galaxy S23;promocode;BG97bd15;;https://ad.admitad.com/g/zbrgev2w8q5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;37%
567880;64% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;USLION 48W 4 USB Ports QC 3 Fast Charger Wall Travel Charging EU Plug/US Plug Adapter For iPhone 14 14 Plus 14 Pro Max for iPad Pro For Samsung Galaxy S22 Ultra Galaxy Z Flip 4 For Xiaomi Mi 12T Redmi Note 12 Huawei P50;promocode;BGe69a7f;;https://ad.admitad.com/g/7ws9jd3qnu5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;64%
567881;35.18% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Proscenic V10 Robot Vacuum Cleaner 3 In 1 Vacuuming Sweeping and Mopping 3000pa Mopping LDS Navigation 2600mAh 120Mins Runtime;promocode;BGRA7716;;https://ad.admitad.com/g/rvi5jbvlbf5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;35%
567882;38.46% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Proscenic T21 1700W 220V 5.5L Air Fryer APP Control 8+1 Cooking Functions Preheat & Warm Keeping Hot Oven Cooker Touch Screen Control, Alexa & Google Home Voice Control;promocode;BGRA7717;;https://ad.admitad.com/g/b58c7c9xvn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;38%
567884;33.34% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;BlitzWolf® BW-LT40 LED Square Ceiling Light 24W 2200LM 3 Color Temperature Remote Control Night Light Memory Function;promocode;BG532917;;https://ad.admitad.com/g/kv7x633mcn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;33%
567885;21.44% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Stickdrive 128GB TF Memory Card Micro SD Card Flash Card Smart Card for Driving Recorder Phone Camera;promocode;BGce776e;;https://ad.admitad.com/g/ae0q5mf0rn5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;21%
567886;14% OFF (Order Over US$10);https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Lenovo Thinkplus MU110 Type-C&USB3.2 Flash Drive Dual Metal Interface 64GB 128GB 256GB 512GB High Speed Data Transmission Portable Memory U Disk for Phone Tablet Computer;promocode;BG549a60;;https://ad.admitad.com/g/6sxny9nur95e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;14%
567887;14.3% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HXSJ X10 2.4GHz Wireless Gaming Mouse 800/1600/2400DPI 6-Keys Veritical Ergonomics Gamer Mice for Desktop Computer Laptop PC;promocode;BGab3da3;;https://ad.admitad.com/g/ifc4cyyohf5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;14%
567888;20% OFF (Order Over US$30);https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;for KODAK X200 SSD 256GB 512GB 1TB USB3.1 GEN 2 Portable Solid State Drive Mini Hard Drive for Laptops Phone;promocode;BG3c54c4;;https://ad.admitad.com/g/2ole5ozqzt5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;20%
567889;17.4% OFF;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;for KODAK K133 Metal USB Flash Drive 256GB USB 3.1 Rotating USB3 Stick Pendrive Memory Stick for Computer TV Car Speaker;promocode;BG287a63;;https://ad.admitad.com/g/2czc6huqr45e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 00:00:00;false;Discount on an order;Toys, Kids & Babies, Computers & Electronics, Marketplaces (including Chinese Stores), Hobby & Stationery;;17%
567698;9% OFF on orders over $25 for new customers;https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;promo code is required. This coupon can be used for other products except for 3D Printers, FPV Racing Drone and Projectors&Theater. (Unavailable products' URL:https://ban.ggood.vip/11uX8, https://ban.ggood.vip/12GVV,  https://ban.ggood.vip/13Svf);promocode;BGADMITADAUG;;https://ad.admitad.com/g/wdvnsyo3eh5e996eb3366213826a88/?i=3;2023-08-01 00:00:00;2023-08-31 23:59:00;true;Discount on an order;Computers & Electronics, Auto & Moto Goods, Marketplaces (including Chinese Stores), Back to school 2023;;9%
557438;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/lz0v9uygkq5e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
557439;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/hbraehrfa65e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
557440;"12% off on orders over 5$ 
Rule: Code just can be used on the products on the text lin";https://www.banggood.com/;0.00;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGSCM11;;https://ad.admitad.com/g/lt7mv26bb25e996eb3366213826a88/?i=3;2023-07-10 00:00:00;2023-12-31 23:59:00;false;Discount on an order;Auto & Moto Goods;;12%
540211;Fans day: Up to 50% OFF;https://www.banggood.com/;3.60;13623;Banggood;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Promo code is not required.;action;Not required;;https://ad.admitad.com/g/oz1orwyzsk5e996eb3366213826a88/?i=3;2023-05-11 13:29:44;None;false;Discount on an order;Toys, Kids & Babies, Accessories & Bags, Sports & Recreation, Homeware, Computers & Electronics, Gifts & Flowers, Books, Auto & Moto Goods, DIY, Garden, Marketplaces (including Chinese Stores);;50%
570894;35% OFF almost everything;https://www.myprotein.ae/;0.00;23018;MyProtein ;https://cdn.admitad.com/campaign/images/2020/11/27/23018-a15cbb91539d3847.jpg;;action;Not required;https://ad.admitad.com/coupon/qedx2l9sb75e996eb3366fd5fa82ae/;https://ad.admitad.com/g/kaec0mvtvk5e996eb3366fd5fa82ae/?i=3;2023-08-21 00:00:00;2023-08-27 23:59:00;false;Discount on an order;Personal Care & Pharmacy;;35%
574619;Aliexpress US: 6 USD off with min. spend Orders over 40 USD (15% off）;https://aliexpress.com/;0.00;6115;AliExpress;https://cdn.aliitems.com/campaign/images/2020/9/30/6115-23f0d4d9fb4ec8d1.png;"Aliexpress US - Special Coupon Offer for Bestselling 2023.08.22 - 2023.08.27 PST
Codes for top selected product during BTS sales

Applicable for NEW USERS only

Codename：BEST6
6 USD off with minimum spend Orders over 40 USD （15% off）";promocode;BEST6;https://aliaf.site/coupon/z8t5znn4hv5e996eb33616525dc3e8/;https://aliaf.site/g/ta8sk4zpjr5e996eb33616525dc3e8/?i=3;2023-08-23 00:00:00;2023-08-27 23:59:00;false;Discount on an order;Homeware;;6 $
574620;Aliexpress US: 36 USD off with min. spend Orders over 180 USD (20% off);https://aliexpress.com/;0.00;6115;AliExpress;https://cdn.aliitems.com/campaign/images/2020/9/30/6115-23f0d4d9fb4ec8d1.png;"Aliexpress US - Special Coupon Offer for Bestselling 2023.08.22 - 2023.08.27 PST
Codes for top selected product during BTS sales

Applicable for NEW USERS only

Codename：BEST36
36 USD off with minimum spend Orders over 180 USD（20% off）

Available period：2023.08.22 00:00:00-2023.08.27 23:59:59（PST)";promocode;BEST36;https://aliaf.site/coupon/bbggpj7iqh5e996eb33616525dc3e8/;https://aliaf.site/g/76692o67c55e996eb33616525dc3e8/?i=3;2023-08-23 00:00:00;2023-08-27 23:59:00;false;Discount on an order;Homeware;;36 $
574631;Aliexpress US: special increased Back-To-School discount - $20 off $200 order;https://aliexpress.com/;0.00;6115;AliExpress;https://cdn.aliitems.com/campaign/images/2020/9/30/6115-23f0d4d9fb4ec8d1.png;"Extra code: available till August 27, 2023 within Back-to-School campaign.
Applicable for ALL users

What products will be promoted: 
All categories.";promocode;US20OFF;https://aliaf.site/coupon/vmyb54rvfw5e996eb33616525dc3e8/;https://aliaf.site/g/tkp0ehc7155e996eb33616525dc3e8/?i=3;2023-08-23 00:00:00;2023-08-27 23:59:00;false;Discount on an order;Homeware;;20 $
